window_idx,start,end,gdn_score,rules,suggested_sensors,label
64,810.0,870.0,10.942544070708216,,,
65,820.0,880.0,10.542593385032326,,,
66,830.0,890.0,10.096778136813857,,,
67,840.0,900.0,10.851013100438008,,,
68,850.0,910.0,10.305311883683569,,,
69,860.0,920.0,10.044746980470508,,,
70,870.0,930.0,10.513241556363123,,,
71,880.0,940.0,10.076766038159558,,,
72,890.0,950.0,9.687938275823525,,,
73,900.0,960.0,8.999714190395684,,,
74,910.0,970.0,9.299955845191016,,,
75,920.0,980.0,9.25483625465311,,,
76,930.0,990.0,9.53236927256417,,,
77,940.0,1000.0,9.517173126629984,,,
78,950.0,1010.0,9.32359816420821,,,
79,960.0,1020.0,9.135162456504624,,,
80,970.0,1030.0,8.998474288707946,,,
81,980.0,1040.0,9.340771537060782,,,
82,990.0,1050.0,9.238839919860272,,,
83,1000.0,1060.0,9.860705581826418,,,
84,1010.0,1070.0,10.12777480369476,,,
85,1020.0,1080.0,11.081454306552958,,,
86,1030.0,1090.0,11.86608369545729,,,
87,1040.0,1100.0,12.05702707942415,,,
88,1050.0,1110.0,11.600089595640355,,,
89,1060.0,1120.0,10.847876122912938,,,
90,1070.0,1130.0,10.960495046395948,,,
91,1080.0,1140.0,11.291259957140026,,,
92,1090.0,1150.0,13.13228326024423,,,
93,1100.0,1160.0,12.839028891643393,,,
94,1110.0,1170.0,13.20423017279928,,,
95,1120.0,1180.0,13.328766895450476,,,
96,1130.0,1190.0,13.187422039577076,,,
97,1140.0,1200.0,12.106748315958097,,,
98,1150.0,1210.0,10.201352560042237,,,
99,1160.0,1220.0,10.348500944970976,,,
100,1170.0,1230.0,9.51680674037619,,,
101,1180.0,1240.0,9.589997649209009,,,
102,1190.0,1250.0,9.785758171243872,,,
103,1200.0,1260.0,9.67505020331831,,,
104,1210.0,1270.0,8.989721739651758,,,
105,1220.0,1280.0,8.614316371890745,,,
106,1230.0,1290.0,8.780376789226942,,,
107,1240.0,1300.0,8.641132300539264,,,
108,1250.0,1310.0,8.400216857559206,,,
109,1260.0,1320.0,8.214808864559478,,,
110,1270.0,1330.0,9.284379662792276,,,
111,1280.0,1340.0,10.589546273527002,,,
112,1290.0,1350.0,11.99938838782935,,,
113,1300.0,1360.0,12.321189534909728,,,
114,1310.0,1370.0,12.681125915346517,,,
115,1320.0,1380.0,12.933482924910106,,,
116,1330.0,1390.0,13.288883210900964,,,
117,1340.0,1400.0,12.185115096634036,,,
118,1350.0,1410.0,11.649460256789183,,,
119,1360.0,1420.0,11.3782737018255,,,
120,1370.0,1430.0,10.90459709051016,,,
121,1380.0,1440.0,10.77864002163548,,,
122,1390.0,1450.0,9.294133451403878,,,
123,1400.0,1460.0,9.200919154761063,,,
124,1410.0,1470.0,9.406830080678478,,,
125,1420.0,1480.0,9.39504289485541,,,
126,1430.0,1490.0,9.62627057280617,,,
127,1440.0,1500.0,9.602858400809668,,,
128,1450.0,1510.0,11.79000120486882,,,
129,1460.0,1520.0,12.50514199524274,,,
130,1470.0,1530.0,12.128844802900623,,,
131,1480.0,1540.0,12.177021277996673,,,
132,1490.0,1550.0,12.078663519642488,,,
133,1500.0,1560.0,11.906237153397756,,,
134,1510.0,1570.0,9.565163278460682,,,
135,1520.0,1580.0,8.721729477431747,,,
136,1530.0,1590.0,8.713348930756563,,,
137,1540.0,1600.0,9.064212845927276,,,
138,1550.0,1610.0,9.07570721356626,,,
139,1560.0,1620.0,9.248683825069277,,,
140,1570.0,1630.0,9.332451845291777,,,
141,1580.0,1640.0,9.40735064618072,,,
142,1590.0,1650.0,9.29416916774404,,,
143,1600.0,1660.0,9.739748340333716,,,
144,1610.0,1670.0,9.565180057198749,,,
145,1620.0,1680.0,9.482324115360212,,,
146,1630.0,1690.0,9.56310610189762,,,
147,1640.0,1700.0,9.53004383019768,,,
148,1650.0,1710.0,8.953414362863821,,,
149,1660.0,1720.0,8.07036663938643,,,
150,1670.0,1730.0,8.165275757774252,,,
151,1680.0,1740.0,9.242267449381888,,,
152,1690.0,1750.0,10.321125294977286,,,
153,1700.0,1760.0,11.325749555322355,,,
154,1710.0,1770.0,14.081664374655936,,,
155,1720.0,1780.0,15.12751545750518,,,
156,1730.0,1790.0,15.174079820994598,,,
157,1740.0,1800.0,14.233776876941134,,,
158,1750.0,1810.0,15.663331486166811,,,
159,1760.0,1820.0,16.760048753720472,,,
160,1770.0,1830.0,15.245894829306074,,,
161,1780.0,1840.0,17.021661171757955,,,
162,1790.0,1850.0,17.640096362133193,,,
163,1800.0,1860.0,18.86769645142413,,,
164,1810.0,1870.0,19.080291275499448,,,
165,1820.0,1880.0,19.85633350566029,,,
166,1830.0,1890.0,20.420832128768712,,,
167,1840.0,1900.0,18.232919589641742,,,
168,1850.0,1910.0,18.249443425695866,,,
169,1860.0,1920.0,17.60765813352844,,,
170,1870.0,1930.0,16.755217867071046,,,
171,1880.0,1940.0,16.410762581595943,,,
172,1890.0,1950.0,14.3749864196953,,,
173,1900.0,1960.0,13.95499025053931,,,
174,1910.0,1970.0,14.432477129624935,,,
175,1920.0,1980.0,14.471477117983008,,,
176,1930.0,1990.0,14.35382820822744,,,
177,1940.0,2000.0,14.592828822682415,,,
178,1950.0,2010.0,15.08024339997848,,,
179,1960.0,2020.0,15.815123390953891,,,
180,1970.0,2030.0,15.768051196976906,,,
181,1980.0,2040.0,15.339790666372526,,,
182,1990.0,2050.0,15.21144603768587,,,
183,2000.0,2060.0,15.037454431695869,,,
184,2010.0,2070.0,15.306747511764218,,,
185,2020.0,2080.0,14.811874487365012,,,
186,2030.0,2090.0,14.973076765596163,,,
187,2040.0,2100.0,17.3360090172667,,,
188,2050.0,2110.0,15.929616392478524,,,
189,2060.0,2120.0,13.594957070702051,,,
190,2070.0,2130.0,14.087826897137766,,,
191,2080.0,2140.0,14.271542971716109,,,
192,2090.0,2150.0,13.809708320781525,,,
193,2100.0,2160.0,12.017194104214374,,,
194,2110.0,2170.0,12.187427334685538,,,
195,2120.0,2180.0,13.295788543123932,,,
196,2130.0,2190.0,12.964504607192811,,,
197,2140.0,2200.0,12.486215504146331,,,
198,2150.0,2210.0,12.406803404865856,,,
199,2160.0,2220.0,11.69231703715455,,,
200,2170.0,2230.0,12.00815209556193,,,
201,2180.0,2240.0,12.808677528606031,,,
202,2190.0,2250.0,13.32233538949536,,,
203,2200.0,2260.0,13.592558877873008,,,
204,2210.0,2270.0,13.29278856486746,,,
205,2220.0,2280.0,13.777784425650216,,,
206,2230.0,2290.0,15.182819962165604,,,
207,2240.0,2300.0,13.511465497837488,,,
208,2250.0,2310.0,13.477129654493575,,,
209,2260.0,2320.0,15.185020044680572,,,
210,2270.0,2330.0,16.05472944578327,,,
211,2280.0,2340.0,16.05296232100558,,,
212,2290.0,2350.0,14.458723200745384,,,
213,2300.0,2360.0,14.714800700327284,,,
214,2310.0,2370.0,14.4452351740756,,,
215,2320.0,2380.0,13.234237398871604,,,
216,2330.0,2390.0,13.384145312569457,,,
217,2340.0,2400.0,12.87149027755043,,,
218,2350.0,2410.0,12.830500298813682,,,
219,2360.0,2420.0,13.145905622557152,,,
220,2370.0,2430.0,13.193937914446307,,,
221,2380.0,2440.0,14.88617678370987,,,
222,2390.0,2450.0,13.945443129315327,,,
223,2400.0,2460.0,14.039331338064333,,,
224,2410.0,2470.0,13.702982748742585,,,
225,2420.0,2480.0,12.75986950448907,,,
226,2430.0,2490.0,11.925063270056585,,,
227,2440.0,2500.0,9.547711151287825,,,
228,2450.0,2510.0,9.069011548380148,,,
229,2460.0,2520.0,8.849381949970848,,,
230,2470.0,2530.0,8.44256787448758,,,
231,2480.0,2540.0,8.090832122193545,,,
232,2490.0,2550.0,7.977892622100567,,,
233,2500.0,2560.0,8.049662171142476,,,
234,2510.0,2570.0,8.775043352144223,,,
235,2520.0,2580.0,8.880860869751803,,,
236,2530.0,2590.0,9.346949461495475,,,
237,2540.0,2600.0,11.025115689486173,,,
238,2550.0,2610.0,11.862481883520932,,,
239,2560.0,2620.0,11.877999439871603,,,
240,2570.0,2630.0,11.26387671058274,,,
241,2580.0,2640.0,11.110614344409091,,,
242,2590.0,2650.0,10.909831724676549,,,
243,2600.0,2660.0,9.52694237981536,,,
244,2610.0,2670.0,8.89326756135789,,,
245,2620.0,2680.0,8.546469715805248,,,
246,2630.0,2690.0,8.473901884926983,,,
247,2640.0,2700.0,8.578960111886305,,,
248,,,,,,
249,2650.0,2710.0,10.13667037485606,,,
250,2660.0,2720.0,9.537839074685357,Coolant failed to reach warm temp,COOLANT_TEMPERATURE (),
251,2670.0,2730.0,8.526492340838924,Coolant failed to reach warm temp,COOLANT_TEMPERATURE (),
252,2680.0,2740.0,7.774952736709922,Coolant failed to reach warm temp,COOLANT_TEMPERATURE (),
253,2690.0,2750.0,6.995013655901588,Coolant failed to reach warm temp,COOLANT_TEMPERATURE (),
254,2700.0,2760.0,6.164598238618089,Coolant failed to reach warm temp,COOLANT_TEMPERATURE (),
255,,,,,,
256,2710.0,2770.0,3.824691498910056,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
257,,,,,,
258,2720.0,2780.0,3.5341165264731123,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
259,,,,,,
260,2730.0,2790.0,3.4903152344610766,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
261,,,,,,
262,2740.0,2800.0,3.3949345350309077,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
263,,,,,,
264,2750.0,2810.0,3.271211976201484,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
265,,,,,,
266,2760.0,2820.0,3.1127017825649004,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
267,,,,,,
268,2770.0,2830.0,2.954121950149012,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
269,,,,,,
270,2780.0,2840.0,2.821188941270156,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
271,,,,,,
272,2790.0,2850.0,2.739213367567657,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
273,,,,,,
274,2800.0,2860.0,2.640843589512931,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
275,,,,,,
276,2810.0,2870.0,2.6422537941425963,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
277,,,,,,
278,2820.0,2880.0,2.6367301299309065,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
279,,,,,,
280,2830.0,2890.0,2.628431572206371,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
281,,,,,,
282,2840.0,2900.0,2.64617317829786,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
283,,,,,,
284,2850.0,2910.0,2.639019671253247,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
285,,,,,,
286,2860.0,2920.0,2.83912772206278,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
287,,,,,,
288,2870.0,2930.0,2.828936095812872,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
289,,,,,,
290,2880.0,2940.0,2.831447299979174,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
291,,,,,,
292,2890.0,2950.0,2.88971960826588,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
293,,,,,,
294,2900.0,2960.0,3.1151737141157136,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
295,,,,,,
296,2910.0,2970.0,3.118795902641454,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
297,,,,,,
298,2920.0,2980.0,2.972316528845975,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
299,,,,,,
300,2930.0,2990.0,2.9258749802838406,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
301,,,,,,
302,2940.0,3000.0,2.9214809320302475,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
303,,,,,,
304,2950.0,3010.0,2.8444694208465853,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
305,,,,,,
306,2960.0,3020.0,2.581570417446764,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
307,,,,,,
308,2970.0,3030.0,2.5641114363208355,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
309,,,,,,
310,2980.0,3040.0,2.557324306802459,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
311,,,,,,
312,2990.0,3050.0,2.5849590093990065,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
313,,,,,,
314,3000.0,3060.0,2.587566874038313,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
315,,,,,,
316,3010.0,3070.0,2.6096073520097773,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
317,,,,,,
318,3020.0,3080.0,2.5925708271350385,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
319,,,,,,
320,3030.0,3090.0,2.608926406409302,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
321,,,,,,
322,3040.0,3100.0,2.6008820417071576,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
323,,,,,,
324,3050.0,3110.0,2.5839879983738943,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
325,,,,,,
326,3060.0,3120.0,2.560619125444602,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
327,,,,,,
328,3070.0,3130.0,2.567473414451661,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
329,,,,,,
330,3080.0,3140.0,2.5886369476972946,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
331,,,,,,
332,3090.0,3150.0,2.577365492888543,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
333,,,,,,
334,3100.0,3160.0,2.569855495971085,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
335,,,,,,
336,3110.0,3170.0,2.5587270928205967,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
337,,,,,,
338,3120.0,3180.0,2.571774553794463,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
339,,,,,,
340,3130.0,3190.0,2.577422426012133,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
341,,,,,,
342,3140.0,3200.0,2.61950308000204,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
343,,,,,,
344,3150.0,3210.0,2.6461151261149656,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
345,,,,,,
346,3160.0,3220.0,2.673900062772148,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
347,,,,,,
348,3170.0,3230.0,2.6715513967041864,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
349,,,,,,
350,3180.0,3240.0,2.6567451164189104,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
351,,,,,,
352,3190.0,3250.0,2.6386166864232163,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
353,,,,,,
354,3200.0,3260.0,2.630999006294602,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
355,,,,,,
356,3210.0,3270.0,2.660683304145165,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
357,,,,,,
358,3220.0,3280.0,2.714755683177728,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
359,,,,,,
360,3230.0,3290.0,2.734539544739357,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
361,,,,,,
362,3240.0,3300.0,2.74598641482465,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
363,,,,,,
364,3250.0,3310.0,2.743703829968159,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
365,,,,,,
366,3260.0,3320.0,2.754998884357289,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
367,,,,,,
368,3270.0,3330.0,2.743648860287038,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
369,,,,,,
370,3280.0,3340.0,2.6573472069760014,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
371,,,,,,
372,3290.0,3350.0,2.648954952976963,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
373,,,,,,
374,3300.0,3360.0,2.646673160173514,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
375,,,,,,
376,3310.0,3370.0,2.631555059768755,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
377,,,,,,
378,3320.0,3380.0,2.5986401815778555,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
379,,,,,,
380,3330.0,3390.0,2.546611667415565,Fuel trim out of band at steady cruise; Coolant failed to reach warm temp,SHORT_TERM_FUEL_TRIM_BANK_1 (); COOLANT_TEMPERATURE (); LONG_TERM_FUEL_TRIM_BANK_1 (),
381,,,,,,
