ECT,RPM,label,split,original_index
0.78125,0.0,normal,train,164
0.78125,0.0,normal,train,165
0.78125,0.0,normal,train,166
0.78125,0.0,normal,train,167
0.78125,0.0,normal,train,168
0.78125,0.0,normal,train,169
0.78125,0.0,normal,train,170
0.78125,0.0,normal,train,171
0.78125,0.0,normal,train,172
0.78125,0.0,normal,train,173
0.78125,0.0,normal,train,174
0.78125,0.0,normal,train,175
0.78125,0.0,normal,train,176
0.78125,0.0,normal,train,177
0.78125,0.0,normal,train,178
0.78125,0.0,normal,train,179
0.78125,0.0,normal,train,180
0.78125,0.0,normal,train,181
0.78125,0.0,normal,train,182
0.78125,0.0,normal,train,183
0.78125,0.0,normal,train,184
0.78125,0.0,normal,train,185
0.78125,0.0,normal,train,186
0.78125,0.0,normal,train,187
0.78125,0.0,normal,train,188
0.78125,0.0,normal,train,189
0.78125,0.0,normal,train,190
0.78125,0.0,normal,train,191
0.78125,0.0,normal,train,192
0.78125,0.0,normal,train,193
0.78125,0.0,normal,train,194
0.78125,0.0,normal,train,195
0.78125,0.0,normal,train,196
0.78125,0.0,normal,train,197
0.78125,0.0,normal,train,198
0.78125,0.0,normal,train,199
0.78125,0.0,normal,train,200
0.78125,0.0,normal,train,201
0.78125,0.0,normal,train,202
0.78125,0.0,normal,train,203
0.78125,0.0,normal,train,204
0.78125,0.0,normal,train,205
0.78125,0.0,normal,train,206
0.78125,0.0,normal,train,207
0.78125,0.0,normal,train,208
0.78125,0.0,normal,train,209
0.78125,0.0,normal,train,210
0.78125,0.0,normal,train,211
0.78125,0.0,normal,train,212
0.78125,0.0,normal,train,213
0.78125,0.0,normal,train,214
0.0,0.0,normal,train,215
0.0,0.0,normal,train,216
0.0,0.0,normal,train,217
0.0,0.0,normal,train,218
0.0,0.0,normal,train,219
0.0,0.0,normal,train,220
0.0,0.0,normal,train,221
0.0,0.0,normal,train,222
0.0,0.0,normal,train,223
0.0,0.0,normal,train,224
0.0,0.0,normal,train,225
0.0,0.0,normal,train,226
0.0,0.0,normal,train,227
0.0,0.0,normal,train,228
0.0,0.0,normal,train,229
0.0,0.0,normal,train,230
0.0,0.0,normal,train,231
0.0,0.0,normal,train,232
0.0,0.0,normal,train,233
0.0,0.0,normal,train,234
0.0,0.0,normal,train,235
0.0,0.0,normal,train,236
0.0,0.0,normal,train,237
0.0,0.0,normal,train,238
0.0,0.0,normal,train,239
0.0,0.0,normal,train,240
0.0,0.0,normal,train,241
0.0,0.0,normal,train,242
0.0,0.0,normal,train,243
0.0,0.0,normal,train,244
0.0,0.0,normal,train,245
0.0,0.0,normal,train,246
0.0,0.0,normal,train,247
0.0,0.0,normal,train,248
0.0,0.0,normal,train,249
0.0,0.0,normal,train,250
0.0,0.0,normal,train,251
0.0,0.0,normal,train,252
0.0,0.0,normal,train,253
0.0,0.0,normal,train,254
0.0,0.0,normal,train,255
0.0,0.0,normal,train,256
0.0,0.0,normal,train,257
0.0,0.0,normal,train,258
0.0,0.0,normal,train,259
0.0,0.0,normal,train,260
0.0,0.0,normal,train,261
0.0,0.0,normal,train,262
0.0,0.0,normal,train,263
0.0,0.0,normal,train,264
0.0,0.0,normal,train,265
0.0,0.0,normal,train,266
0.0,0.0,normal,train,267
0.0,0.0,normal,train,268
0.0,0.0,normal,train,269
0.0,0.0,normal,train,270
0.0,0.0,normal,train,271
0.0,0.0,normal,train,272
0.0,0.0,normal,train,273
0.0,0.0,normal,train,274
0.0,0.0,normal,train,275
0.0,0.0,normal,train,276
0.0,0.0,normal,train,277
0.0,0.0,normal,train,278
0.0,0.0,normal,train,279
0.0,0.0,normal,train,280
0.0,0.0,normal,train,281
0.0,0.0,normal,train,282
0.0,0.0,normal,train,283
0.0,0.0,normal,train,284
0.0,0.0,normal,train,285
0.0,0.0,normal,train,286
0.0,0.0,normal,train,287
0.0,0.0,normal,train,288
0.0,0.0,normal,train,289
0.0,0.0,normal,train,290
0.0,0.0,normal,train,291
0.0,0.0,normal,train,292
0.0,0.0,normal,train,293
0.0,0.0,normal,train,294
0.0,0.0,normal,train,295
0.0,0.0,normal,train,296
0.0,0.0,normal,train,297
0.0,0.0,normal,train,298
0.0,0.0,normal,train,299
0.0,0.0,normal,train,300
0.0,0.0,normal,train,301
0.0,0.0,normal,train,302
0.0,0.0,normal,train,303
0.0,0.0,normal,train,304
0.0,0.0,normal,train,305
0.0,0.0,normal,train,306
0.0,0.0,normal,train,307
0.0,0.0,normal,train,308
0.0,0.0,normal,train,309
0.0,0.0,normal,train,310
0.0,0.0,normal,train,311
0.0,0.0,normal,train,312
0.0,0.0,normal,train,313
0.0,0.0,normal,train,314
0.0,0.0,normal,train,315
0.0,0.0,normal,train,316
0.0,0.0,normal,train,317
0.0,0.0,normal,train,318
0.0,0.0,normal,train,319
0.0,0.0,normal,train,320
0.0,0.0,normal,train,321
0.0,0.0,normal,train,322
0.0,0.0,normal,train,323
0.0,0.0,normal,train,324
0.0,0.0,normal,train,325
0.0,0.0,normal,train,326
0.0,0.0,normal,train,327
0.0,0.0,normal,train,328
0.0,0.0,normal,train,329
0.0,0.0,normal,train,330
0.0,0.0,normal,train,331
0.0,0.0,normal,train,332
0.0,0.0,normal,train,333
0.0,0.0,normal,train,334
0.0,0.0,normal,train,335
0.0,0.0,normal,train,336
0.0,0.0,normal,train,337
0.0,0.0,normal,train,338
0.0,0.0,normal,train,339
0.0,0.0,normal,train,340
0.0,0.0,normal,train,341
0.0,0.0,normal,train,342
0.0,0.0,normal,train,343
0.0,0.0,normal,train,344
0.0,0.0,normal,train,345
0.0,0.0,normal,train,346
0.0,0.0,normal,train,347
0.0,0.0,normal,train,348
0.0,0.0,normal,train,349
0.0,0.0,normal,train,350
0.0,0.0,normal,train,351
0.0,0.0,normal,train,352
0.0,0.0,normal,train,353
0.0,0.0,normal,train,354
0.0,0.0,normal,train,355
0.0,0.0,normal,train,356
0.0,0.0,normal,train,357
0.0,0.0,normal,train,358
0.0,0.0,normal,train,359
0.0,0.0,normal,train,360
0.0,0.0,normal,train,361
0.0,0.0,normal,train,362
0.0,0.0,normal,train,363
0.0,0.0,normal,train,364
0.0,0.0,normal,train,365
0.0,0.0,normal,train,366
0.0,0.0,normal,train,367
0.0,0.0,normal,train,368
0.0,0.0,normal,train,369
0.0,0.0,normal,train,370
0.0,0.0,normal,train,371
0.0,0.0,normal,train,372
0.0,0.0,normal,train,373
0.0,0.0,normal,train,374
0.0,0.0,normal,train,375
0.0,0.0,normal,train,376
0.0,0.0,normal,train,377
0.0,0.0,normal,train,378
0.0,0.0,normal,train,379
0.0,0.0,normal,train,380
0.0,0.0,normal,train,381
0.0,0.0,normal,train,382
0.0,0.0,normal,train,383
0.0,0.0,normal,train,384
0.0,0.0,normal,train,385
0.0,0.0,normal,train,386
0.0,0.0,normal,train,387
0.0,0.0,normal,train,388
0.0,0.0,normal,train,389
0.0,0.0,normal,train,390
0.0,0.0,normal,train,391
0.0,0.0,normal,train,392
0.0,0.0,normal,train,393
0.0,0.0,normal,train,394
0.0,0.0,normal,train,395
0.0,0.0,normal,train,396
0.0,0.0,normal,train,397
0.0,0.0,normal,train,398
0.0,0.0,normal,train,399
0.0,0.0,normal,train,400
0.0,0.0,normal,train,401
0.0,0.0,normal,train,402
0.0,0.0,normal,train,403
0.0,0.0,normal,train,404
0.0,0.0,normal,train,405
0.0,0.0,normal,train,406
0.0,0.0,normal,train,407
0.0,0.0,normal,train,408
0.0,0.0,normal,train,409
0.0,0.0,normal,train,410
0.0,0.0,normal,train,411
0.0,0.0,normal,train,412
0.0,0.0,normal,train,413
0.0,0.0,normal,train,414
0.0,0.0,normal,train,415
0.0,0.0,normal,train,416
0.0,0.0,normal,train,417
0.0,0.0,normal,train,418
0.0,0.0,normal,train,419
0.0,0.0,normal,train,420
0.0,0.0,normal,train,421
0.0,0.0,normal,train,422
0.0,0.0,normal,train,423
0.0,0.0,normal,train,424
0.0,0.0,normal,train,425
0.0,0.0,normal,train,426
0.0,0.0,normal,train,427
0.0,0.0,normal,train,428
0.0,0.0,normal,train,429
0.0,0.0,normal,train,430
0.0,0.0,normal,train,431
0.0,0.0,normal,train,432
0.0,0.0,normal,train,433
0.0,0.0,normal,train,434
0.0,0.0,normal,train,435
0.0,0.0,normal,train,436
0.0,0.0,normal,train,437
0.0,0.0,normal,train,438
0.0,0.0,normal,train,439
0.0,0.0,normal,train,440
0.0,0.0,normal,train,441
0.0,0.0,normal,train,442
0.0,0.0,normal,train,443
0.0,0.0,normal,train,444
0.0,0.0,normal,train,445
0.0,0.0,normal,train,446
0.0,0.0,normal,train,447
0.0,0.0,normal,train,448
0.0,0.0,normal,train,449
0.0,0.0,normal,train,450
0.0,0.0,normal,train,451
0.0,0.0,normal,train,452
0.0,0.0,normal,train,453
0.0,0.0,normal,train,454
0.0,0.0,normal,train,455
0.0,0.0,normal,train,456
0.0,0.0,normal,train,457
0.0,0.0,normal,train,458
0.0,0.0,normal,train,459
0.0,0.0,normal,train,460
0.0,0.0,normal,train,461
0.0,0.0,normal,train,462
0.0,0.0,normal,train,463
0.0,0.0,normal,train,464
0.0,0.0,normal,train,465
0.0,0.0,normal,train,466
0.0,0.0,normal,train,467
0.0,0.0,normal,train,468
0.0,0.0,normal,train,469
0.0,0.0,normal,train,470
0.0,0.0,normal,train,471
0.0,0.0,normal,train,472
0.0,0.0,normal,train,473
0.0,0.0,normal,train,474
0.0,0.0,normal,train,475
0.0,0.0,normal,train,476
0.0,0.0,normal,train,477
0.0,0.0,normal,train,478
0.0,0.0,normal,train,479
0.0,0.0,normal,train,480
0.0,0.0,normal,train,481
0.0,0.0,normal,train,482
0.0,0.0,normal,train,483
0.0,0.0,normal,train,484
0.0,0.0,normal,train,485
0.0,0.0,normal,train,486
0.0,0.0,normal,train,487
0.0,0.0,normal,train,488
0.0,0.0,normal,train,489
0.0,0.0,normal,train,490
0.0,0.0,normal,train,491
0.0,0.0,normal,train,492
0.0,0.0,normal,train,493
0.0,0.0,normal,train,494
0.0,0.0,normal,train,495
0.0,0.0,normal,train,496
0.0,0.0,normal,train,497
0.0,0.0,normal,train,498
0.0,0.0,normal,train,499
0.0,0.0,normal,train,500
0.0,0.0,normal,train,501
0.0,0.0,normal,train,502
0.0,0.0,normal,train,503
0.0,0.0,normal,train,504
0.0,0.0,normal,train,505
0.0,0.0,normal,train,506
0.0,0.0,normal,train,507
0.0,0.0,normal,train,508
0.0,0.0,normal,train,509
0.0,0.0,normal,train,510
0.0,0.0,normal,train,511
0.0,0.0,normal,train,512
0.0,0.0,normal,train,513
0.0,0.0,normal,train,514
0.0,0.0,normal,train,515
0.0,0.0,normal,train,516
0.0,0.0,normal,train,517
0.0,0.0,normal,train,518
0.0,0.0,normal,train,519
0.0,0.0,normal,train,520
0.0,0.0,normal,train,521
0.0,0.0,normal,train,522
0.0,0.0,normal,train,523
0.0,0.0,normal,train,524
0.0,0.0,normal,train,525
0.0,0.0,normal,train,526
0.0,0.0,normal,train,527
0.0,0.0,normal,train,528
0.0,0.0,normal,train,529
0.0,0.0,normal,train,530
0.0,0.0,normal,train,531
0.0,0.0,normal,train,532
0.0,0.0,normal,train,533
0.0,0.0,normal,train,534
0.0,0.0,normal,train,535
0.0,0.0,normal,train,536
0.0,0.0,normal,train,537
0.0,0.0,normal,train,538
0.0,0.0,normal,train,539
0.0,0.0,normal,train,540
0.0,0.0,normal,train,541
0.0,0.0,normal,train,542
0.0,0.0,normal,train,543
0.0,0.0,normal,train,544
0.0,0.0,normal,train,545
0.0,0.0,normal,train,546
0.0,0.0,normal,train,547
0.0,0.0,normal,train,548
0.0,0.0,normal,train,549
0.0,0.0,normal,train,550
0.0,0.0,normal,train,551
0.0,0.0,normal,train,552
0.0,0.0,normal,train,553
0.0,0.0,normal,train,554
0.0,0.0,normal,train,555
0.0,0.0,normal,train,556
0.0,0.0,normal,train,557
0.0,0.0,normal,train,558
0.0,0.0,normal,train,559
0.0,0.0,normal,train,560
0.0,0.0,normal,train,561
0.0,0.0,normal,train,562
0.0,0.0,normal,train,563
0.0,0.0,normal,train,564
0.0,0.0,normal,train,565
0.0,0.0,normal,train,566
0.0,0.0,normal,train,567
0.0,0.0,normal,train,568
0.0,0.0,normal,train,569
0.0,0.0,normal,train,570
0.0,0.0,normal,train,571
0.0,0.0,normal,train,572
0.0,0.0,normal,train,573
0.0,0.0,normal,train,574
0.0,0.0,normal,train,575
0.0,0.0,normal,train,576
0.0,0.0,normal,train,577
0.0,0.0,normal,train,578
0.0,0.0,normal,train,579
0.0,0.0,normal,train,580
0.0,0.0,normal,train,581
0.0,0.0,normal,train,582
0.0,0.0,normal,train,583
0.0,0.0,normal,train,584
0.0,0.0,normal,train,585
0.0,0.0,normal,train,586
0.0,0.0,normal,train,587
0.0,0.0,normal,train,588
0.0,0.0,normal,train,589
0.0,0.0,normal,train,590
0.0,0.0,normal,train,591
0.0,0.0,normal,train,592
0.0,0.0,normal,train,593
0.0,0.0,normal,train,594
0.0,0.0,normal,train,595
0.0,0.0,normal,train,596
0.0,0.0,normal,train,597
0.0,0.0,normal,train,598
0.0,0.0,normal,train,599
0.0,0.0,normal,train,600
0.0,0.0,normal,train,601
0.0,0.0,normal,train,602
0.0,0.0,normal,train,603
0.0,0.0,normal,train,604
0.0,0.0,normal,train,605
0.0,0.0,normal,train,606
0.0,0.0,normal,train,607
0.0,0.0,normal,train,608
0.0,0.0,normal,train,609
0.0,0.0,normal,train,610
0.0,0.0,normal,train,611
0.0,0.0,normal,train,612
0.0,0.0,normal,train,613
0.0,0.0,normal,train,614
0.0,0.0,normal,train,615
0.0,0.0,normal,train,616
0.0,0.0,normal,train,617
0.0,0.0,normal,train,618
0.0,0.0,normal,train,619
0.0,0.0,normal,train,620
0.0,0.0,normal,train,621
0.0,0.0,normal,train,622
0.0,0.0,normal,train,623
0.0,0.0,normal,train,624
0.0,0.0,normal,train,625
0.0,0.0,normal,train,626
0.0,0.0,normal,train,627
0.0,0.0,normal,train,628
0.0,0.0,normal,train,629
0.0,0.0,normal,train,630
0.0,0.0,normal,train,631
0.0,0.0,normal,train,632
0.0,0.0,normal,train,633
0.0,0.0,normal,train,634
0.0,0.0,normal,train,635
0.0,0.0,normal,train,636
0.0,0.0,normal,train,637
0.0,0.0,normal,train,638
0.0,0.0,normal,train,639
0.0,0.0,normal,train,640
0.0,0.0,normal,train,641
0.0,0.0,normal,train,642
0.0,0.0,normal,train,643
0.0,0.0,normal,train,644
0.0,0.0,normal,train,645
0.0,0.0,normal,train,646
0.0,0.0,normal,train,647
0.0,0.0,normal,train,648
0.0,0.0,normal,train,649
0.0,0.0,normal,train,650
0.0,0.0,normal,train,651
0.0,0.0,normal,train,652
0.0,0.0,normal,train,653
0.0,0.0,normal,train,654
0.0,0.0,normal,train,655
0.0,0.0,normal,train,656
0.0,0.0,normal,train,657
0.0,0.0,normal,train,658
0.0,0.0,normal,train,659
0.0,0.0,normal,train,660
0.0,0.0,normal,train,661
0.0,0.0,normal,train,662
0.0,0.0,normal,train,663
0.0,0.0,normal,train,664
0.0,0.0,normal,train,665
0.0,0.0,normal,train,666
0.0,0.0,normal,train,667
0.0,0.0,normal,train,668
0.0,0.0,normal,train,669
0.0,0.0,normal,train,670
0.0,0.0,normal,train,671
0.0,0.0,normal,train,672
0.0,0.0,normal,train,673
0.0,0.0,normal,train,674
0.0,0.0,normal,train,675
0.0,0.0,normal,train,676
0.0,0.0,normal,train,677
0.0,0.0,normal,train,678
0.0,0.0,normal,train,679
0.0,0.0,normal,train,680
0.0,0.0,normal,train,681
0.0,0.0,normal,train,682
0.0,0.0,normal,train,683
0.0,0.0,normal,train,684
0.0,0.0,normal,train,685
0.0,0.0,normal,train,686
0.0,0.0,normal,train,687
0.0,0.0,normal,train,688
0.0,0.0,normal,train,689
0.0,0.0,normal,train,690
0.0,0.0,normal,train,691
0.0,0.0,normal,train,692
0.0,0.0,normal,train,693
0.0,0.0,normal,train,694
0.0,0.0,normal,train,695
0.0,0.0,normal,train,696
0.0,0.0,normal,train,697
0.0,0.0,normal,train,698
0.0,0.0,normal,train,699
0.0,0.0,normal,train,700
0.0,0.0,normal,train,701
0.0,0.0,normal,train,702
0.0,0.0,normal,train,703
0.0,0.0,normal,train,704
0.0,0.0,normal,train,705
0.0,0.0,normal,train,706
0.0,0.0,normal,train,707
0.0,0.0,normal,train,708
0.0,0.0,normal,train,709
0.0,0.0,normal,train,710
0.0,0.0,normal,train,711
0.0,0.0,normal,train,712
0.0,0.0,normal,train,713
0.0,0.0,normal,train,714
0.0,0.0,normal,train,715
0.0,0.0,normal,train,716
0.0,0.0,normal,train,717
0.0,0.0,normal,train,718
0.0,0.0,normal,train,719
0.0,0.0,normal,train,720
0.0,0.0,normal,train,721
0.0,0.0,normal,train,722
0.0,0.0,normal,train,723
0.0,0.0,normal,train,724
0.0,0.0,normal,train,725
0.0,0.0,normal,train,726
0.0,0.0,normal,train,727
0.0,0.0,normal,train,728
0.0,0.0,normal,train,729
0.0,0.0,normal,train,730
0.0,0.0,normal,train,731
0.0,0.0,normal,train,732
0.0,0.0,normal,train,733
0.0,0.0,normal,train,734
0.0,0.0,normal,train,735
0.0,0.0,normal,train,736
0.0,0.0,normal,train,737
0.0,0.0,normal,train,738
0.0,0.0,normal,train,739
0.0,0.0,normal,train,740
0.0,0.0,normal,train,741
0.0,0.0,normal,train,742
0.0,0.0,normal,train,743
0.0,0.0,normal,train,744
0.0,0.0,normal,train,745
0.0,0.0,normal,train,746
0.0,0.0,normal,train,747
0.0,0.0,normal,train,748
0.0,0.0,normal,train,749
0.0,0.0,normal,train,750
0.0,0.0,normal,train,751
0.0,0.0,normal,train,752
0.0,0.0,normal,train,753
0.0,0.0,normal,train,754
0.0,0.0,normal,train,755
0.0,0.0,normal,train,756
0.0,0.0,normal,train,757
0.0,0.0,normal,train,758
0.0,0.0,normal,train,759
0.0,0.0,normal,train,760
0.0,0.0,normal,train,761
0.0,0.0,normal,train,762
0.0,0.0,normal,train,763
0.0,0.0,normal,train,764
0.0,0.0,normal,train,765
0.0,0.0,normal,train,766
0.0,0.0,normal,train,767
0.0,0.0,normal,train,768
0.0,0.0,normal,train,769
0.0,0.0,normal,train,770
0.0,0.0,normal,train,771
0.0,0.0,normal,train,772
0.0,0.0,normal,train,773
0.0,0.0,normal,train,774
0.0,0.0,normal,train,775
0.0,0.0,normal,train,776
0.0,0.0,normal,train,777
0.0,0.0,normal,train,778
0.0,0.0,normal,train,779
0.0,0.0,normal,train,780
0.0,0.0,normal,train,781
0.0,0.0,normal,train,782
0.0,0.0,normal,train,783
0.0,0.0,normal,train,784
0.0,0.0,normal,train,785
0.0,0.0,normal,train,786
0.0,0.0,normal,train,787
0.0,0.0,normal,train,788
0.0,0.0,normal,train,789
0.0,0.0,normal,train,790
0.0,0.0,normal,train,791
0.0,0.0,normal,train,792
0.0,0.0,normal,train,793
0.0,0.0,normal,train,794
0.0,0.0,normal,train,795
0.0,0.0,normal,train,796
0.0,0.0,normal,train,797
0.0,0.0,normal,train,798
0.0,0.0,normal,train,799
0.0,0.0,normal,train,800
0.0,0.0,normal,train,801
0.0,0.0,normal,train,802
0.0,0.0,normal,train,803
0.0,0.0,normal,train,804
0.0,0.0,normal,train,805
0.0,0.0,normal,train,806
0.0,0.0,normal,train,807
0.0,0.0,normal,train,808
0.0,0.0,normal,train,809
0.0,0.0,normal,train,810
0.0,0.0,normal,train,811
0.0,0.0,normal,train,812
0.0,0.0,normal,train,813
0.0,0.0,normal,train,814
0.0,0.0,normal,train,815
0.0,0.0,normal,train,816
0.0,0.0,normal,train,817
0.0,0.0,normal,train,818
0.0,0.0,normal,train,819
0.0,0.0,normal,train,820
0.0,0.0,normal,train,821
0.0,0.0,normal,train,822
0.0,0.0,normal,train,823
0.0,0.0,normal,train,824
0.0,0.0,normal,train,825
0.0,0.0,normal,train,826
0.0,0.0,normal,train,827
0.0,0.0,normal,train,828
0.0,0.0,normal,train,829
0.0,0.0,normal,train,830
0.0,0.0,normal,train,831
0.0,0.0,normal,train,832
0.0,0.0,normal,train,833
0.0,0.0,normal,train,834
0.0,0.0,normal,train,835
0.0,0.0,normal,train,836
0.0,0.0,normal,train,837
0.0,0.0,normal,train,838
0.0,0.0,normal,train,839
0.0,0.0,normal,train,840
0.0,0.0,normal,train,841
0.0,0.0,normal,train,842
0.0,0.0,normal,train,843
0.0,0.0,normal,train,844
0.0,0.0,normal,train,845
0.0,0.0,normal,train,846
0.0,0.0,normal,train,847
0.0,0.0,normal,train,848
0.0,0.0,normal,train,849
0.0,0.0,normal,train,850
0.0,0.0,normal,train,851
0.0,0.0,normal,train,852
0.0,0.0,normal,train,853
0.0,0.0,normal,train,854
0.0,0.0,normal,train,855
0.0,0.0,normal,train,856
0.0,0.0,normal,train,857
0.0,0.0,normal,train,858
0.0,0.0,normal,train,859
0.0,0.0,normal,train,860
0.0,0.0,normal,train,861
0.0,0.0,normal,train,862
0.0,0.0,normal,train,863
0.0,0.0,normal,train,864
0.0,0.0,normal,train,865
0.0,0.0,normal,train,866
0.0,0.0,normal,train,867
0.0,0.0,normal,train,868
0.0,0.0,normal,train,869
0.0,0.0,normal,train,870
0.0,0.0,normal,train,871
0.0,0.0,normal,train,872
0.0,0.0,normal,train,873
0.0,0.0,normal,train,874
0.0,0.0,normal,train,875
0.0,0.0,normal,train,876
0.0,0.0,normal,train,877
0.0,0.0,normal,train,878
0.0,0.0,normal,train,879
0.0,0.0,normal,train,880
0.0,0.0,normal,train,881
0.0,0.0,normal,train,882
0.0,0.0,normal,train,883
0.0,0.0,normal,train,884
0.0,0.0,normal,train,885
0.0,0.0,normal,train,886
0.0,0.0,normal,train,887
0.0,0.0,normal,train,888
0.0,0.0,normal,train,889
0.0,0.0,normal,train,890
0.0,0.0,normal,train,891
0.0,0.0,normal,train,892
0.0,0.0,normal,train,893
0.0,0.0,normal,train,894
0.0,0.0,normal,train,895
0.0,0.0,normal,train,896
0.0,0.0,normal,train,897
0.0,0.0,normal,train,898
0.0,0.0,normal,train,899
0.0,0.0,normal,train,900
0.0,0.0,normal,train,901
0.0,0.0,normal,train,902
0.0,0.0,normal,train,903
0.0,0.0,normal,train,904
0.0,0.0,normal,train,905
0.0,0.0,normal,train,906
0.0,0.0,normal,train,907
0.0,0.0,normal,train,908
0.0,0.0,normal,train,909
0.0,0.0,normal,train,910
0.0,0.0,normal,train,911
0.0,0.0,normal,train,912
0.0,0.0,normal,train,913
0.0,0.0,normal,train,914
0.0,0.0,normal,train,915
