file_idx,fault_type,original_values,modified_values,fault_labels
0,multi_sensor,"[86.0, 1254.5, 18.0, 21.568628, 37.64706, 51.0]","[111.157196, 1619.4851, 23.34608, 27.660177, 48.26639, 65.81735]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[86.0],[21.727898154144235],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_bias,[86.0],[147.01285],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[86.333336],[132.71303062589047],1
0,coolant_bias,[87.0],[32.137764],1
0,coolant_bias,[87.0],[134.15733],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[87.0, 1635.75]","[67.5039, 1342.221]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1499.25],[1823.1559],1
0,,[],[],0
0,coolant_bias,[86.0],[151.2807],1
0,coolant_stuck,[86.0],[43.80669729547363],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_bias,[87.0],[141.1377],1
0,,[],[],0
0,coolant_bias,[88.0],[35.367355],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1499.5625],[2372.5786],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1125.0],[1827.2375],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_bias,[87.0],[11.01907],1
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[86.0],[45.43318076244992],1
0,rpm_bias,[990.5],[1810.4491],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[86.0, 1209.125, 24.25, 19.117647, 38.039215, 37.75]","[93.70904, 1315.488, 26.638302, 20.411388, 41.481304, 41.34872]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[792.4375],[1492.5388],1
0,,[],[],0
0,coolant_bias,[87.0],[29.937283],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1171.75],[1971.3672],1
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[87.666664, 1017.0, 19.0, 20.784313, 53.594772, 56.0]","[130.49768, 1515.9559, 28.23338, 31.101826, 79.563484, 83.42844]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[86.0, 1375.0, 28.0, 18.039215, 24.313726, 23.0]","[113.472824, 1819.5745, 37.129387, 23.359627, 32.25347, 30.295416]",1
0,,[],[],0
0,coolant_stuck,[86.0],[107.51528732485828],1
0,coolant_stuck,[86.0],[132.21302135843803],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1171.75],[371.29694],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[86.0],[60.25462341645793],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[86.0],[30.846685548171024],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[87.0],[118.52097638526831],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[955.0],[1823.5541],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[87.0, 1243.0625, 24.5, 22.058825, 56.47059, 55.5]","[113.716415, 1628.5208, 31.98173, 28.4875, 74.12023, 72.629715]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[86.0, 1757.75]","[52.167522, 1711.5436]",1
0,,[],[],0
0,,[],[],0
0,coolant_bias,[85.333336],[129.36763],1
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[86.0, 1419.5, 30.0, 17.647058, 20.784313, 21.0]","[105.98552, 1746.3542, 36.985218, 21.748482, 25.719088, 25.61208]",1
0,,[],[],0
0,coolant_stuck,[86.0],[95.48965731106759],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1328.0],[668.8881],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1609.25],[897.7973],1
0,,[],[],0
0,coolant_drift,"[86.0, 1503.6875]","[52.27536, 1183.0797]",1
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[86.0, 1358.875, 28.75, 18.431372, 26.07843, 26.5]","[52.19749, 824.15265, 17.351675, 11.336396, 15.640762, 16.138628]",1
0,,[],[],0
0,multi_sensor,"[86.0, 1339.75, 28.0, 18.039215, 23.62745, 25.0]","[105.06801, 1633.0907, 34.060493, 21.909622, 28.453857, 30.169918]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_bias,[87.0],[164.7174],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[87.0],[92.3799780246614],1
0,coolant_drift,"[87.333336, 861.5]","[72.513145, 629.2076]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1396.0],[500.36636],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[86.0, 1471.0, 30.0, 18.82353, 26.013071, 29.0]","[59.957336, 1027.4169, 20.951351, 13.204323, 18.314627, 20.269133]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[86.0],[140.36162148851068],1
0,coolant_bias,[86.0],[45.997723],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_bias,[87.0],[15.149844],1
0,coolant_stuck,[87.0],[33.38574071127272],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_bias,[86.0],[18.185074],1
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[86.0],[54.56246934359188],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1302.75],[772.6356],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[86.0, 987.5]","[78.19974, 1151.2604]",1
0,multi_sensor,"[86.0, 800.3125, 19.0, 16.078432, 23.137255, 23.75]","[114.85897, 1068.2704, 25.599749, 21.20676, 31.006178, 31.66787]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[87.0, 1056.25, 21.75, 16.078432, 20.588234, 20.0]","[78.01886, 947.40106, 19.515427, 14.4573, 18.645647, 17.891525]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[89.0, 978.4375]","[111.824776, 920.49176]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[88.0, 982.75, 19.25, 17.352942, 27.254902, 27.5]","[80.12857, 895.3471, 17.778957, 15.89995, 24.64997, 25.201134]",1
0,coolant_drift,"[88.0, 963.1875]","[110.030846, 769.15564]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_bias,[87.0],[42.177105],1
0,rpm_bias,[845.0],[380.89722],1
0,coolant_bias,[87.0],[38.10363],1
0,coolant_stuck,[87.0],[91.1244533259589],1
0,,[],[],0
0,coolant_stuck,[87.0],[116.6420745725397],1
0,,[],[],0
0,multi_sensor,"[88.0, 1089.5, 6.5, 18.137255, 42.45098, 38.5]","[47.857937, 596.28436, 3.431716, 9.823984, 23.398579, 21.608534]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[656.25],[1108.9664],1
0,multi_sensor,"[88.0, 1175.9375, 13.5, 19.509804, 46.37255, 41.25]","[52.69693, 711.00885, 7.804433, 11.687598, 27.986017, 25.178972]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[86.75],[12.664205930036857],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_bias,[86.0],[15.297754],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1503.0],[663.73535],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[86.0],[78.21130622144317],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[86.0, 1558.5]","[98.891205, 1630.5116]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[86.0, 1199.0]","[93.875916, 1333.6467]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_bias,[86.0],[159.87727],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[88.0],[98.04319148772677],1
0,coolant_drift,"[88.0, 1603.75]","[95.61568, 1850.4324]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[86.0, 1300.0]","[56.95191, 1440.605]",1
0,multi_sensor,"[86.0, 1325.0, 36.0, 19.607843, 31.17647, 31.0]","[111.92224, 1723.1449, 46.43597, 25.553497, 40.52039, 40.37466]",1
0,multi_sensor,"[86.0, 1345.0, 38.75, 18.529413, 27.745098, 28.0]","[43.65642, 686.3869, 19.812859, 9.240146, 14.135214, 14.383126]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1018.25],[695.87866],1
0,rpm_bias,[717.125],[1443.5488],1
0,coolant_drift,"[87.0, 745.25]","[61.84823, 751.36707]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[87.0, 1728.3125]","[93.49117, 2153.143]",1
0,,[],[],0
0,coolant_stuck,[86.666664],[60.26036492550864],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[86.0, 1308.25]","[116.55015, 1443.6935]",1
0,rpm_bias,[1190.5],[2038.692],1
0,,[],[],0
0,coolant_drift,"[86.0, 1157.75]","[60.988945, 1166.9213]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[87.0, 680.25]","[117.78198, 573.53546]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[86.0, 669.5]","[98.942055, 725.23956]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[87.0, 993.75]","[116.855896, 1090.9609]",1
0,coolant_drift,"[87.0, 735.875]","[78.31006, 547.11096]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[88.0, 727.25, 14.0, 16.862745, 35.686275, 34.0]","[80.3761, 663.9944, 12.914911, 16.117245, 32.295033, 30.881954]",1
0,multi_sensor,"[88.0, 666.5, 13.75, 16.078432, 27.843138, 28.75]","[74.080444, 563.2882, 11.885751, 13.622738, 23.406013, 24.40656]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1198.25],[669.776],1
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[88.0],[37.0916618061142],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[88.0, 912.5]","[83.58957, 1168.1716]",1
0,,[],[],0
0,,[],[],0
0,coolant_drift,"[88.0, 1032.25]","[58.21921, 1085.5128]",1
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[88.0, 1224.375, 18.5, 20.980392, 36.960785, 42.0]","[99.01886, 1383.0337, 20.623816, 23.512878, 41.65445, 47.453136]",1
0,,[],[],0
0,multi_sensor,"[88.0, 1176.5, 24.0, 20.784313, 44.575165, 45.0]","[70.81819, 949.7197, 19.309517, 16.775402, 36.256786, 36.48407]",1
0,coolant_drift,"[88.0, 1314.1875]","[84.9766, 1619.8672]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,rpm_bias,[1214.75],[1820.1082],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_stuck,[86.25],[41.11187401791134],1
0,rpm_bias,[528.0625],[-368.75818],1
0,coolant_stuck,[87.0],[141.01739615405944],1
0,,[],[],0
0,coolant_drift,"[87.25, 1030.6875]","[53.086853, 737.6601]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[88.0, 624.0, 13.0, 20.784313, 66.666664, 71.0]","[68.53842, 484.96347, 10.609582, 15.752984, 51.741253, 55.643715]",1
0,coolant_bias,[88.25],[17.598911],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,coolant_bias,[89.0],[163.20413],1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,multi_sensor,"[88.0, 776.5, 20.0, 16.078432, 24.052288, 24.0]","[118.84706, 1049.2814, 26.938885, 21.809502, 32.21388, 32.77587]",1
0,,[],[],0
0,,[],[],0
0,,[],[],0
0,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,rpm_bias,[1106.25],[1731.4108],1
1,multi_sensor,"[40.25, 1136.8125, 6.0, 19.215687, 31.27451, 31.0]","[55.089485, 1553.265, 7.793674, 25.939507, 42.675762, 42.054836]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_drift,"[42.25, 1123.875]","[29.08863, 1382.6232]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_drift,"[45.25, 1341.625]","[62.59625, 1137.0352]",1
1,coolant_stuck,[46.0],[90.52106486808314],1
1,,[],[],0
1,rpm_bias,[1366.125],[2077.487],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_drift,"[49.25, 922.375]","[57.280354, 1085.9362]",1
1,coolant_bias,[50.0],[107.7416],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,rpm_bias,[850.75],[-61.894173],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_stuck,[53.0],[64.52326202344264],1
1,rpm_bias,[1123.3125],[239.37788],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_bias,[55.0],[12.666678],1
1,coolant_bias,[55.0],[118.55992],1
1,,[],[],0
1,coolant_drift,"[55.0, 1015.375]","[72.063896, 826.11835]",1
1,coolant_bias,[55.25],[104.80993],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,rpm_bias,[890.375],[1699.3895],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,multi_sensor,"[58.0, 1029.5625, 20.25, 16.960785, 31.666666, 27.75]","[78.68902, 1393.9664, 27.188732, 22.89088, 43.04805, 37.6404]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_stuck,[59.0],[39.849767745332045],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_stuck,[61.25],[63.09902836657208],1
1,coolant_drift,"[62.0, 1445.875]","[63.67267, 1653.645]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_stuck,[63.333332],[84.32574062085097],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,rpm_bias,[1128.625],[2010.4727],1
1,,[],[],0
1,,[],[],0
1,multi_sensor,"[66.0, 798.25, 10.0, 16.862745, 46.535946, 27.0]","[54.082726, 650.3224, 8.0642185, 13.634159, 37.88588, 22.027353]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_bias,[70.333336],[5.413702],1
1,,[],[],0
1,,[],[],0
1,multi_sensor,"[71.0, 675.0, 33.0, 16.470589, 30.19608, 31.0]","[58.736275, 560.8234, 27.302958, 13.540142, 25.134317, 25.935997]",1
1,,[],[],0
1,,[],[],0
1,rpm_bias,[711.5],[20.156729],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,multi_sensor,"[73.0, 998.4375, 19.0, 19.411764, 49.90196, 47.0]","[76.233665, 1043.3035, 19.892214, 20.352938, 52.242783, 49.14842]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_bias,[75.0],[5.9253373],1
1,,[],[],0
1,multi_sensor,"[75.0, 1137.5, 23.0, 19.215687, 35.686275, 35.75]","[104.91853, 1590.9781, 32.154182, 26.196281, 50.146233, 50.49335]",1
1,,[],[],0
1,coolant_bias,[76.0],[126.52435],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_stuck,[76.0],[31.947122551054274],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,rpm_bias,[1171.75],[1775.4186],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_stuck,[78.0],[42.338326353808384],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,rpm_bias,[1548.6875],[1864.604],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,rpm_bias,[1334.375],[790.68677],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,rpm_bias,[1397.1875],[1955.2944],1
1,,[],[],0
1,coolant_drift,"[86.0, 1498.25]","[75.00292, 1326.9508]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,multi_sensor,"[87.0, 1578.0, 33.0, 18.82353, 27.189543, 27.0]","[58.987957, 1063.199, 22.336452, 12.293253, 18.276697, 18.416824]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_stuck,[87.0],[30.57125957108283],1
1,,[],[],0
1,,[],[],0
1,coolant_drift,"[87.333336, 756.25]","[71.222115, 737.8357]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_drift,"[88.0, 1097.875]","[88.2327, 1179.7627]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_drift,"[87.0, 1677.5]","[95.20809, 1858.1313]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_drift,"[87.0, 1065.6875]","[66.756004, 1033.2388]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_drift,"[87.0, 978.625]","[116.4157, 1229.6362]",1
1,,[],[],0
1,rpm_bias,[1178.0],[1615.0818],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,multi_sensor,"[86.0, 1044.5, 18.0, 21.17647, 56.96078, 54.25]","[78.52439, 956.7318, 16.64935, 19.854559, 52.070465, 49.794277]",1
1,coolant_drift,"[86.0, 1144.75]","[79.497734, 1469.6847]",1
1,,[],[],0
1,,[],[],0
1,rpm_bias,[814.375],[1572.8064],1
1,,[],[],0
1,,[],[],0
1,coolant_stuck,[87.0],[20.626316607541575],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_drift,"[86.0, 1553.75]","[58.78338, 1178.3081]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_bias,[86.0],[135.02603],1
1,coolant_drift,"[86.0, 1406.25]","[80.56468, 1632.4099]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,multi_sensor,"[86.0, 1217.75, 28.0, 18.431372, 48.627453, 25.0]","[51.60978, 721.0383, 16.582457, 10.865422, 28.60546, 15.120145]",1
1,,[],[],0
1,multi_sensor,"[86.25, 1942.1875, 40.0, 18.529411, 20.490196, 20.5]","[105.07814, 2360.4692, 49.03796, 22.229668, 24.861486, 25.060713]",1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,multi_sensor,"[86.0, 1140.5, 24.0, 19.215687, 32.45098, 33.0]","[83.27362, 1106.0392, 23.175653, 18.804468, 31.708748, 31.672241]",1
1,rpm_bias,[1220.625],[1773.3127],1
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,,[],[],0
1,coolant_bias,[87.0],[18.913614],1
1,coolant_bias,[87.0],[25.385588],1
1,,[],[],0
1,,[],[],0
1,rpm_bias,[1261.5],[1638.7544],1
1,coolant_stuck,[88.0],[48.98082396970483],1
1,,[],[],0
1,,[],[],0
